ID,OriginalID,Timestamp,Trial,counterbalance,phase_type,description_stop,paired_vid,onset,offset,description_content,importance,time,tag,vidpath,Datastring,data_set
Drun2M05_2273,debugzpy6I:debugm084C,1701961953790,12,1,test,1,2,20.0,50,The mountain falls asleep and while it's sleeping the seasons and landscape change. When it wakes up it is now the size of a boulder in a different environment. ,5,64170,test_seg2_desc,/static/video/B/filmfest_clip8_B_1.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""50"", ""content"": ""The mountain falls asleep and while it's sleeping the seasons and landscape change. When it wakes up it is now the size of a boulder in a different environment. "", ""importance"": ""5"", ""time"": 64170, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_2273,debugzpy6I:debugm084C,1701962117498,15,1,test,2,4,110.0,140,The rock was made into a cannon ball and used in war. It lands in a body of water after being fired and is swept away in the current. ,5,57634,test_seg4_desc,/static/video/B/filmfest_clip8_B_3.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""140"", ""content"": ""The rock was made into a cannon ball and used in war. It lands in a body of water after being fired and is swept away in the current. "", ""importance"": ""5"", ""time"": 57634, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_2273,debugzpy6I:debugm084C,1701962295584,18,1,test,3,6,200.0,230,The rock is now in more modern times and is thrown through a window and then tumbles across the city streets. It is getting smaller and smaller. ,5,74140,test_seg6_desc,/static/video/B/filmfest_clip8_B_5.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""230"", ""content"": ""The rock is now in more modern times and is thrown through a window and then tumbles across the city streets. It is getting smaller and smaller. "", ""importance"": ""5"", ""time"": 74140, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_2273,debugzpy6I:debugm084C,1701962489204,21,1,test,4,8,290.0,320,The rock is turned into a piece of a satellite and is launched into space. It crash lands on some planet and reforms into the mountain it once was in an oasis like in teh beginning. ,6,90644,test_seg8_desc,/static/video/B/filmfest_clip8_B_7.mp4,"{""phase"": ""description"", ""counterbalance"": 1, ""vidpath"": ""/static/video/B/filmfest_clip8_B_7.mp4"", ""descstop"": 4, ""vidpair"": 8, ""offset"": ""320"", ""content"": ""The rock is turned into a piece of a satellite and is launched into space. It crash lands on some planet and reforms into the mountain it once was in an oasis like in teh beginning. "", ""importance"": ""6"", ""time"": 90644, ""tag"": ""test_seg8_desc""}",2023-2024 Run
Drun2M05_719,debugJkOyc:debugciHT3,1701962109770,12,7,test,1,2,80.0,110,"So the rock guy laid his head down to sleep and a rope was thrown over his nose.  The same villagers that were chopping noisily near his head were now hauling him back to town and then whittled him town into a milling stone to grind flour.  He ground some flour and then time passed and all of a sudden there were, I think, Colonial soldiers who came in, picked him up, and then dumped him in a building where he got crushed into little pieces.",6,78344,test_seg2_desc,/static/video/H/filmfest_clip8_H_1.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""110"", ""content"": ""So the rock guy laid his head down to sleep and a rope was thrown over his nose.  The same villagers that were chopping noisily near his head were now hauling him back to town and then whittled him town into a milling stone to grind flour.  He ground some flour and then time passed and all of a sudden there were, I think, Colonial soldiers who came in, picked him up, and then dumped him in a building where he got crushed into little pieces."", ""importance"": ""6"", ""time"": 78344, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_719,debugJkOyc:debugciHT3,1701962337819,15,7,test,2,4,170.0,200,"So the rock friend laid down again and an archeologist or geologist or something came over and immediately picked him up and giggled with glee because the rock guy had a fossil in him.  So he was placed in a museum behind glass with other fossils and people in the museum looking at him and the other fossils looked at him too.  Then a kid hit the glass glass suddenly and it shocked the rock friend who tumbled backwards off the display, fell through a hole through an animal head hanging on a wall, into a janitors garbage bag, who then tossed him out on the street.  He broke apart a tiny bit and then was kicked across the street by an angry guy holding flowers who you now see on screen.",7,119197,test_seg4_desc,/static/video/H/filmfest_clip8_H_3.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""200"", ""content"": ""So the rock friend laid down again and an archeologist or geologist or something came over and immediately picked him up and giggled with glee because the rock guy had a fossil in him.  So he was placed in a museum behind glass with other fossils and people in the museum looking at him and the other fossils looked at him too.  Then a kid hit the glass glass suddenly and it shocked the rock friend who tumbled backwards off the display, fell through a hole through an animal head hanging on a wall, into a janitors garbage bag, who then tossed him out on the street.  He broke apart a tiny bit and then was kicked across the street by an angry guy holding flowers who you now see on screen."", ""importance"": ""7"", ""time"": 119197, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_719,debugJkOyc:debugciHT3,1701962530056,18,7,test,3,6,260.0,290,"The rock friend was riding a conveyor belt of dust and below was burning hot fire which he then got dropped into, he feared the inevitable and had his eyes closed.  Then all of a sudden he was a piece of glass and some guys wearing hazmat looking suits picked him up.  Then it showed a rocket being launched into space and as the top part of the rocket broke off, it showed our rock friend turned glass friend as a window all the astronauts were looking through.",7,86816,test_seg6_desc,/static/video/H/filmfest_clip8_H_5.mp4,"{""phase"": ""description"", ""counterbalance"": 7, ""vidpath"": ""/static/video/H/filmfest_clip8_H_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""290"", ""content"": ""The rock friend was riding a conveyor belt of dust and below was burning hot fire which he then got dropped into, he feared the inevitable and had his eyes closed.  Then all of a sudden he was a piece of glass and some guys wearing hazmat looking suits picked him up.  Then it showed a rocket being launched into space and as the top part of the rocket broke off, it showed our rock friend turned glass friend as a window all the astronauts were looking through."", ""importance"": ""7"", ""time"": 86816, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_690,debugJ65ni:debugqLLIs,1698331927922,12,6,test,1,2,70.0,100,The rock walked off into the forest to find somewhere to sleep. It was then foundby what looked like farmers who carted him off with a horse. He was taken to a mill and carved down to for a stone than looked like it was milling down flower. Then it just showed him spinning around.,5,89875,test_seg2_desc,/static/video/G/filmfest_clip8_G_1.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""100"", ""content"": ""The rock walked off into the forest to find somewhere to sleep. It was then foundby what looked like farmers who carted him off with a horse. He was taken to a mill and carved down to for a stone than looked like it was milling down flower. Then it just showed him spinning around."", ""importance"": ""5"", ""time"": 89875, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_690,debugJ65ni:debugqLLIs,1698332130058,15,6,test,2,4,160.0,190,The rock was found by an archaeologist who seemed to find an interesting fossill inside of him. He gets excited and then next scene the rock is in a museum. The rock doesnt look happy and then a boy scares him through the glass and the rock falls backwards and out of the display case. ,4,96053,test_seg4_desc,/static/video/G/filmfest_clip8_G_3.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""190"", ""content"": ""The rock was found by an archaeologist who seemed to find an interesting fossill inside of him. He gets excited and then next scene the rock is in a museum. The rock doesnt look happy and then a boy scares him through the glass and the rock falls backwards and out of the display case. "", ""importance"": ""4"", ""time"": 96053, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_690,debugJ65ni:debugqLLIs,1698332306146,18,6,test,3,6,250.0,280,The rock was scooped up on the beach with other sand and taken to a factory where he went along a conveyor belt and was dropped into a furnace. it then showed that he was turned into a piece of glass. The next frame showed a rocket taking off into space.,5,70300,test_seg6_desc,/static/video/G/filmfest_clip8_G_5.mp4,"{""phase"": ""description"", ""counterbalance"": 6, ""vidpath"": ""/static/video/G/filmfest_clip8_G_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""280"", ""content"": ""The rock was scooped up on the beach with other sand and taken to a factory where he went along a conveyor belt and was dropped into a furnace. it then showed that he was turned into a piece of glass. The next frame showed a rocket taking off into space."", ""importance"": ""5"", ""time"": 70300, ""tag"": ""test_seg6_desc""}",2023-2024 Run
Drun2M05_407,debugB2w75:debugZfbKE,1698252485766,12,3,test,1,2,40.0,70,"Our main character the mountain has been eroded into a small boulder and has been woken up by a settler human chopping down a tree growing on its head which mildly annoys the sleepy boulder. As it is just about to go back to sleep a whole group of villagers begin building which causes the boulder to put its hands against its 'ears' from the noise and gets up fully, looking tired and scratching it's back. ",5,218270,test_seg2_desc,/static/video/D/filmfest_clip8_D_1.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_1.mp4"", ""descstop"": 1, ""vidpair"": 2, ""offset"": ""70"", ""content"": ""Our main character the mountain has been eroded into a small boulder and has been woken up by a settler human chopping down a tree growing on its head which mildly annoys the sleepy boulder. As it is just about to go back to sleep a whole group of villagers begin building which causes the boulder to put its hands against its 'ears' from the noise and gets up fully, looking tired and scratching it's back. "", ""importance"": ""5"", ""time"": 218270, ""tag"": ""test_seg2_desc""}",2023-2024 Run
Drun2M05_407,debugB2w75:debugZfbKE,1698252799558,15,3,test,2,4,130.0,160,"The boulder having been ground into a much smaller form is swept away by the water and washes up by a river. Exhausted it trudges its way past a farm built upon a hill which looks at the rock with interest and maybe sympathy. The rock finds a gardening glove discarded by a barrel at a farm, it repositions the fingers to be more comfy and lays down on it. Suddenly the rock is grabbed by someone.",5,206702,test_seg4_desc,/static/video/D/filmfest_clip8_D_3.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_3.mp4"", ""descstop"": 2, ""vidpair"": 4, ""offset"": ""160"", ""content"": ""The boulder having been ground into a much smaller form is swept away by the water and washes up by a river. Exhausted it trudges its way past a farm built upon a hill which looks at the rock with interest and maybe sympathy. The rock finds a gardening glove discarded by a barrel at a farm, it repositions the fingers to be more comfy and lays down on it. Suddenly the rock is grabbed by someone."", ""importance"": ""5"", ""time"": 206702, ""tag"": ""test_seg4_desc""}",2023-2024 Run
Drun2M05_407,debugB2w75:debugZfbKE,1698253137134,18,3,test,3,6,220.0,250,"Laying on the street, the rock reaches out for a soap advert poster to covers it's head before getting rolled over by a steamroller, crushing it to bits. Now the size of a grain of sand it is swept away by a janitor off a seawall onto the beach. The seawall looks on as the sand drops by it. Amongst the other grains the rock wearily grabs another piece of rock for pillow before we cut to black.",4,228703,test_seg6_desc,/static/video/D/filmfest_clip8_D_5.mp4,"{""phase"": ""description"", ""counterbalance"": 3, ""vidpath"": ""/static/video/D/filmfest_clip8_D_5.mp4"", ""descstop"": 3, ""vidpair"": 6, ""offset"": ""250"", ""content"": ""Laying on the street, the rock reaches out for a soap advert poster to covers it's head before getting rolled over by a steamroller, crushing it to bits. Now the size of a grain of sand it is swept away by a janitor off a seawall onto the beach. The seawall looks on as the sand drops by it. Amongst the other grains the rock wearily grabs another piece of rock for pillow before we cut to black."", ""importance"": ""4"", ""time"": 228703, ""tag"": ""test_seg6_desc""}",2023-2024 Run
